Country Name,Metric,Year,Life Expectancy
Mexico,Male,1977,60.2
Mexico,Female,1977,66.9
"Micronesia, Fed. Sts.",Female,1977,66.9
"Micronesia, Fed. Sts.",Total,1977,63.4
"Micronesia, Fed. Sts.",Male,1977,60.2
Middle East & North Africa,Female,1977,57.9
Middle East & North Africa,Male,1977,54.9
Middle East & North Africa,Total,1977,56.3
Middle East & North Africa (IDA & IBRD countries),Male,1977,54.1
Middle East & North Africa (IDA & IBRD countries),Total,1977,55.6
Middle East & North Africa (IDA & IBRD countries),Female,1977,57.2
Middle East & North Africa (excluding high income),Female,1977,57.2
Middle East & North Africa (excluding high income),Total,1977,55.6
Middle East & North Africa (excluding high income),Male,1977,54.1
Middle income,Total,1977,58.1
Middle income,Male,1977,56.6
Middle income,Female,1977,59.9
Moldova,Male,1977,60.7
Moldova,Total,1977,64.5
Moldova,Female,1977,68.0
Monaco,Total,1977,58.6
Monaco,Female,1977,60.8
Monaco,Male,1977,56.2
Mongolia,Male,1977,53.4
Mongolia,Female,1977,57.7
Mongolia,Total,1977,55.5
Montenegro,Male,1977,68.5
Montenegro,Female,1977,74.3
Montenegro,Total,1977,71.4
Morocco,Female,1977,53.7
Morocco,Male,1977,51.7
Morocco,Total,1977,52.7
Mozambique,Total,1977,42.7
Mozambique,Male,1977,41.4
Mozambique,Female,1977,44.0
Myanmar,Total,1977,53.3
Myanmar,Male,1977,51.1
Myanmar,Female,1977,55.7
Namibia,Total,1977,57.6
Namibia,Female,1977,60.3
Namibia,Male,1977,54.7
Nauru,Total,1977,61.5
Nauru,Female,1977,64.8
Nauru,Male,1977,60.0
Nepal,Total,1977,46.0
Nepal,Female,1977,46.0
Nepal,Male,1977,45.9
Netherlands,Male,1977,72.1
Netherlands,Female,1977,78.5
Netherlands,Total,1977,75.2
New Caledonia,Total,1977,66.2
New Caledonia,Female,1977,69.5
New Caledonia,Male,1977,63.0
New Zealand,Female,1977,75.6
New Zealand,Total,1977,72.2
New Zealand,Male,1977,68.9
Nicaragua,Male,1977,53.4
Nicaragua,Total,1977,56.2
Nicaragua,Female,1977,59.2
Niger,Total,1977,37.6
Niger,Female,1977,38.4
Niger,Male,1977,36.8
Nigeria,Female,1977,46.5
Nigeria,Male,1977,44.6
Nigeria,Total,1977,45.6
North America,Total,1977,73.3
North America,Male,1977,69.6
North America,Female,1977,77.3
North Macedonia,Total,1977,68.4
North Macedonia,Male,1977,66.6
North Macedonia,Female,1977,70.4
Northern Mariana Islands,Total,1977,49.1
Northern Mariana Islands,Male,1977,47.4
Northern Mariana Islands,Female,1977,50.8
Norway,Total,1977,75.4
Norway,Male,1977,72.3
Norway,Female,1977,78.7
Not classified,Female,1977,63.1
Not classified,Male,1977,60.9
Not classified,Total,1977,62.0
OECD members,Male,1977,68.2
OECD members,Female,1977,75.1
OECD members,Total,1977,71.6
Oman,Male,1977,54.2
Oman,Female,1977,58.4
Oman,Total,1977,56.3
Other small states,Male,1977,57.9
Other small states,Total,1977,60.7
Other small states,Female,1977,64.0
Pacific island small states,Female,1977,64.9
Pacific island small states,Total,1977,61.9
Pacific island small states,Male,1977,59.5
Pakistan,Male,1977,55.8
Pakistan,Total,1977,56.3
Pakistan,Female,1977,56.9
Palau,Total,1977,59.1
Palau,Female,1977,61.3
Palau,Male,1977,57.4
Panama,Male,1977,66.6
Panama,Female,1977,70.8
Panama,Total,1977,68.6
Papua New Guinea,Female,1977,58.5
Papua New Guinea,Male,1977,54.3
Papua New Guinea,Total,1977,56.0
Paraguay,Male,1977,62.3
Paraguay,Female,1977,65.6
Paraguay,Total,1977,63.9
Peru,Female,1977,60.6
Peru,Male,1977,56.8
Peru,Total,1977,58.6
Philippines,Total,1977,62.1
Philippines,Male,1977,60.4
Philippines,Female,1977,64.0
Poland,Total,1977,70.4
Poland,Male,1977,66.5
Poland,Female,1977,74.5
Portugal,Total,1977,70.0
Portugal,Female,1977,73.7
Portugal,Male,1977,66.5
Post-demographic dividend,Male,1977,69.4
Post-demographic dividend,Total,1977,72.8
Post-demographic dividend,Female,1977,76.3
Pre-demographic dividend,Total,1977,47.0
Pre-demographic dividend,Female,1977,48.5
Pre-demographic dividend,Male,1977,45.6
Puerto Rico,Total,1977,72.6
Puerto Rico,Female,1977,76.5
Puerto Rico,Male,1977,68.9
Qatar,Female,1977,71.3
Qatar,Male,1977,68.9
Qatar,Total,1977,69.8
Romania,Female,1977,72.2
Romania,Male,1977,67.4
Romania,Total,1977,69.7
Russian Federation,Male,1977,61.8
Russian Federation,Female,1977,73.2
Russian Federation,Total,1977,67.4
Rwanda,Total,1977,44.8
Rwanda,Female,1977,45.5
Rwanda,Male,1977,44.1
Samoa,Total,1977,63.6
Samoa,Male,1977,61.0
Samoa,Female,1977,66.8
San Marino,Female,1977,53.7
San Marino,Male,1977,47.5
San Marino,Total,1977,50.5
Sao Tome and Principe,Male,1977,57.2
Sao Tome and Principe,Total,1977,58.8
Sao Tome and Principe,Female,1977,60.6
Saudi Arabia,Total,1977,59.9
Saudi Arabia,Male,1977,58.7
Saudi Arabia,Female,1977,61.4
Senegal,Female,1977,47.0
Senegal,Male,1977,45.3
Senegal,Total,1977,46.2
Serbia,Female,1977,71.5
Serbia,Total,1977,68.7
Serbia,Male,1977,66.1
Seychelles,Female,1977,68.9
Seychelles,Male,1977,67.1
Seychelles,Total,1977,68.0
Sierra Leone,Female,1977,43.5
Sierra Leone,Male,1977,40.7
Sierra Leone,Total,1977,42.1
Singapore,Total,1977,71.4
Singapore,Female,1977,74.5
Singapore,Male,1977,68.4
Sint Maarten (Dutch part),Male,1977,71.0
Sint Maarten (Dutch part),Total,1977,72.3
Sint Maarten (Dutch part),Female,1977,73.4
Slovak Republic,Male,1977,66.7
Slovak Republic,Female,1977,74.3
Slovak Republic,Total,1977,70.4
Slovenia,Female,1977,74.5
Slovenia,Total,1977,70.6
Slovenia,Male,1977,66.8
Small states,Male,1977,59.0
Small states,Female,1977,64.8
Small states,Total,1977,61.7
Solomon Islands,Total,1977,60.9
Solomon Islands,Female,1977,63.7
Solomon Islands,Male,1977,58.8
Somalia,Total,1977,46.9
Somalia,Male,1977,45.5
Somalia,Female,1977,48.3
South Africa,Male,1977,55.6
South Africa,Female,1977,61.8
South Africa,Total,1977,58.5
South Asia,Female,1977,51.9
South Asia,Total,1977,52.2
South Asia,Male,1977,52.5
South Asia (IDA & IBRD),Male,1977,52.5
South Asia (IDA & IBRD),Female,1977,51.9
South Asia (IDA & IBRD),Total,1977,52.2
South Sudan,Total,1977,37.3
South Sudan,Male,1977,36.8
South Sudan,Female,1977,37.9
Spain,Male,1977,71.2
Spain,Female,1977,77.2
Spain,Total,1977,74.1
Sri Lanka,Female,1977,69.1
Sri Lanka,Total,1977,66.6
Sri Lanka,Male,1977,64.4
St. Kitts and Nevis,Total,1977,63.8
St. Kitts and Nevis,Female,1977,67.1
St. Kitts and Nevis,Male,1977,60.3
St. Lucia,Total,1977,66.9
St. Lucia,Male,1977,63.9
St. Lucia,Female,1977,69.7
St. Martin (French part),Total,1977,72.2
St. Martin (French part),Female,1977,75.3
St. Martin (French part),Male,1977,69.2
St. Vincent and the Grenadines,Total,1977,69.7
St. Vincent and the Grenadines,Male,1977,67.0
St. Vincent and the Grenadines,Female,1977,72.1
Sub-Saharan Africa,Female,1977,49.2
Sub-Saharan Africa,Male,1977,45.8
Sub-Saharan Africa,Total,1977,47.4
Sub-Saharan Africa (IDA & IBRD countries),Female,1977,49.2
Sub-Saharan Africa (IDA & IBRD countries),Total,1977,47.4
Sub-Saharan Africa (IDA & IBRD countries),Male,1977,45.8
Sub-Saharan Africa (excluding high income),Female,1977,49.2
Sub-Saharan Africa (excluding high income),Male,1977,45.8
Sub-Saharan Africa (excluding high income),Total,1977,47.4
Sudan,Female,1977,55.2
Sudan,Total,1977,53.6
Sudan,Male,1977,52.2
Suriname,Male,1977,58.9
Suriname,Total,1977,61.5
Suriname,Female,1977,64.3
Sweden,Total,1977,75.4
Sweden,Male,1977,72.4
Sweden,Female,1977,78.5
Switzerland,Female,1977,78.7
Switzerland,Male,1977,72.0
Switzerland,Total,1977,75.2
Syrian Arab Republic,Total,1977,63.8
Syrian Arab Republic,Male,1977,63.2
Syrian Arab Republic,Female,1977,64.4
Tajikistan,Total,1977,59.4
Tajikistan,Female,1977,61.5
Tajikistan,Male,1977,57.2
Tanzania,Total,1977,49.8
Tanzania,Female,1977,51.9
Tanzania,Male,1977,47.9
Thailand,Female,1977,65.8
Thailand,Total,1977,62.4
Thailand,Male,1977,59.1
Timor-Leste,Total,1977,24.4
Timor-Leste,Male,1977,20.5
Timor-Leste,Female,1977,30.7
Togo,Total,1977,49.8
Togo,Male,1977,48.6
Togo,Female,1977,50.9
Tonga,Male,1977,61.8
Tonga,Total,1977,65.3
Tonga,Female,1977,69.7
Trinidad and Tobago,Total,1977,66.6
Trinidad and Tobago,Male,1977,64.2
Trinidad and Tobago,Female,1977,69.1
Tunisia,Female,1977,63.1
Tunisia,Total,1977,61.5
Tunisia,Male,1977,60.1
Turkiye,Male,1977,57.7
Turkiye,Female,1977,64.5
Turkiye,Total,1977,60.7
Turkmenistan,Female,1977,63.2
Turkmenistan,Total,1977,59.9
Turkmenistan,Male,1977,56.5
Turks and Caicos Islands,Male,1977,67.7
Turks and Caicos Islands,Female,1977,73.1
Turks and Caicos Islands,Total,1977,70.6
Tuvalu,Female,1977,62.0
Tuvalu,Total,1977,59.7
Tuvalu,Male,1977,56.9
Uganda,Male,1977,42.8
Uganda,Total,1977,45.5
Uganda,Female,1977,48.4
Ukraine,Female,1977,73.6
Ukraine,Total,1977,68.8
Ukraine,Male,1977,64.3
United Arab Emirates,Male,1977,64.9
United Arab Emirates,Female,1977,69.5
United Arab Emirates,Total,1977,66.5
United Kingdom,Male,1977,70.2
United Kingdom,Female,1977,76.4
United Kingdom,Total,1977,73.2
United States,Male,1977,69.5
United States,Total,1977,73.3
United States,Female,1977,77.2
Upper middle income,Total,1977,62.0
Upper middle income,Male,1977,59.6
Upper middle income,Female,1977,64.5
Uruguay,Male,1977,66.2
Uruguay,Female,1977,73.6
Uruguay,Total,1977,69.7
Uzbekistan,Female,1977,65.6
Uzbekistan,Total,1977,62.3
Uzbekistan,Male,1977,59.0
Vanuatu,Male,1977,57.9
Vanuatu,Female,1977,60.8
Vanuatu,Total,1977,59.2
"Venezuela, RB",Female,1977,70.5
"Venezuela, RB",Male,1977,65.6
"Venezuela, RB",Total,1977,68.0
Viet Nam,Female,1977,69.4
Viet Nam,Male,1977,60.8
Viet Nam,Total,1977,65.0
Virgin Islands (U.S.),Total,1977,67.9
Virgin Islands (U.S.),Female,1977,71.3
Virgin Islands (U.S.),Male,1977,64.6
West Bank and Gaza,Female,1977,65.2
West Bank and Gaza,Total,1977,62.9
West Bank and Gaza,Male,1977,60.9
World,Total,1977,61.1
World,Female,1977,63.5
World,Male,1977,59.0
"Yemen, Rep.",Female,1977,49.5
"Yemen, Rep.",Total,1977,47.3
"Yemen, Rep.",Male,1977,45.1
Zambia,Female,1977,56.3
Zambia,Male,1977,53.1
Zambia,Total,1977,54.7
Zimbabwe,Total,1977,56.3
Zimbabwe,Male,1977,53.2
Zimbabwe,Female,1977,59.5
Afghanistan,Total,1978,40.3
Afghanistan,Male,1978,39.0
Afghanistan,Female,1978,41.7
Africa Eastern and Southern,Total,1978,48.8
Africa Eastern and Southern,Male,1978,46.8
Africa Eastern and Southern,Female,1978,50.9
Africa Western and Central,Total,1978,46.3
Africa Western and Central,Male,1978,45.0
Africa Western and Central,Female,1978,47.6
Albania,Female,1978,71.6
Albania,Male,1978,67.1
Albania,Total,1978,69.3
Algeria,Female,1978,51.4
Algeria,Total,1978,50.4
Algeria,Male,1978,49.4
American Samoa,Female,1978,72.2
American Samoa,Total,1978,69.3
American Samoa,Male,1978,66.0
Andorra,Total,1978,62.6
Andorra,Male,1978,60.7
Andorra,Female,1978,64.6
Angola,Male,1978,39.0
Angola,Total,1978,41.8
Angola,Female,1978,45.0
Antigua and Barbuda,Male,1978,70.0
Antigua and Barbuda,Female,1978,75.4
Antigua and Barbuda,Total,1978,72.9
Arab World,Male,1978,54.3
Arab World,Female,1978,57.7
Arab World,Total,1978,56.0
Argentina,Female,1978,72.3
Argentina,Male,1978,64.4
Argentina,Total,1978,68.2
Armenia,Total,1978,65.7
Armenia,Male,1978,62.1
Armenia,Female,1978,69.0
Aruba,Male,1978,66.5
Aruba,Female,1978,74.6
Aruba,Total,1978,70.5
Australia,Total,1978,73.7
Australia,Male,1978,70.2
Australia,Female,1978,77.3
Austria,Total,1978,72.0
Austria,Male,1978,68.5
Austria,Female,1978,75.7
Azerbaijan,Female,1978,64.7
Azerbaijan,Total,1978,60.7
Azerbaijan,Male,1978,56.4
"Bahamas, The",Female,1978,71.2
"Bahamas, The",Male,1978,64.1
"Bahamas, The",Total,1978,67.6
Bahrain,Female,1978,71.3
Bahrain,Total,1978,70.0
Bahrain,Male,1978,69.0
Bangladesh,Female,1978,50.1
Bangladesh,Male,1978,52.4
Bangladesh,Total,1978,51.3
Barbados,Male,1978,68.8
Barbados,Total,1978,71.1
Barbados,Female,1978,73.3
Belarus,Male,1978,66.0
Belarus,Female,1978,74.3
Belarus,Total,1978,70.1
Belgium,Total,1978,72.7
Belgium,Female,1978,76.1
Belgium,Male,1978,69.4
Belize,Male,1978,65.1
Belize,Female,1978,68.8
Belize,Total,1978,66.9
Benin,Total,1978,47.0
Benin,Female,1978,49.0
Benin,Male,1978,45.0
Bermuda,Male,1978,69.0
Bermuda,Total,1978,72.9
Bermuda,Female,1978,76.9
Bhutan,Female,1978,47.7
Bhutan,Total,1978,46.6
Bhutan,Male,1978,45.7
Bolivia,Male,1978,48.8
Bolivia,Female,1978,51.6
Bolivia,Total,1978,50.2
Bosnia and Herzegovina,Female,1978,73.4
Bosnia and Herzegovina,Male,1978,66.8
Bosnia and Herzegovina,Total,1978,70.1
Botswana,Total,1978,59.7
Botswana,Male,1978,56.8
Botswana,Female,1978,62.4
Brazil,Male,1978,58.4
Brazil,Total,1978,60.7
Brazil,Female,1978,63.1
British Virgin Islands,Female,1978,70.9
British Virgin Islands,Total,1978,67.6
British Virgin Islands,Male,1978,65.1
Brunei Darussalam,Female,1978,69.5
Brunei Darussalam,Male,1978,67.7
Brunei Darussalam,Total,1978,68.5
Bulgaria,Total,1978,71.2
Bulgaria,Female,1978,73.7
Bulgaria,Male,1978,68.8
Burkina Faso,Female,1978,46.4
Burkina Faso,Total,1978,45.1
Burkina Faso,Male,1978,43.7
Burundi,Male,1978,42.4
Burundi,Total,1978,43.8
Burundi,Female,1978,45.1
Cabo Verde,Total,1978,60.3
Cabo Verde,Male,1978,59.8
Cabo Verde,Female,1978,60.8
Cambodia,Male,1978,29.9
Cambodia,Female,1978,45.6
Cambodia,Total,1978,37.0
Cameroon,Male,1978,48.9
Cameroon,Female,1978,51.7
Cameroon,Total,1978,50.3
Canada,Total,1978,74.5
Canada,Female,1978,78.3
Canada,Male,1978,70.9
Caribbean small states,Total,1978,65.0
Caribbean small states,Male,1978,62.4
Caribbean small states,Female,1978,67.6
Cayman Islands,Male,1978,68.6
Cayman Islands,Total,1978,71.1
Cayman Islands,Female,1978,73.7
Central African Republic,Total,1978,49.2
Central African Republic,Female,1978,50.7
Central African Republic,Male,1978,47.8
Central Europe and the Baltics,Male,1978,66.8
Central Europe and the Baltics,Total,1978,70.1
Central Europe and the Baltics,Female,1978,73.7
Chad,Male,1978,40.5
Chad,Total,1978,42.5
Chad,Female,1978,44.5
Channel Islands,Male,1978,70.0
Channel Islands,Female,1978,76.3
Channel Islands,Total,1978,73.2
Chile,Total,1978,68.1
Chile,Male,1978,65.0
Chile,Female,1978,71.3
China,Total,1978,63.2
China,Female,1978,65.5
China,Male,1978,61.0
Colombia,Total,1978,66.0
Colombia,Female,1978,68.6
Colombia,Male,1978,63.4
Comoros,Total,1978,49.7
Comoros,Female,1978,51.6
Comoros,Male,1978,48.0
"Congo, Dem. Rep.",Female,1978,45.6
"Congo, Dem. Rep.",Male,1978,43.4
"Congo, Dem. Rep.",Total,1978,44.5
"Congo, Rep.",Female,1978,59.0
"Congo, Rep.",Total,1978,56.1
"Congo, Rep.",Male,1978,53.2
Costa Rica,Male,1978,70.2
Costa Rica,Female,1978,74.5
Costa Rica,Total,1978,72.2
Cote d'Ivoire,Male,1978,49.1
Cote d'Ivoire,Total,1978,50.9
Cote d'Ivoire,Female,1978,53.0
Croatia,Male,1978,67.1
Croatia,Total,1978,70.5
Croatia,Female,1978,74.2
Cuba,Male,1978,70.4
Cuba,Total,1978,72.2
Cuba,Female,1978,74.3
Curacao,Female,1978,73.0
Curacao,Male,1978,68.0
Curacao,Total,1978,70.4
Cyprus,Male,1978,69.2
Cyprus,Total,1978,71.8
Cyprus,Female,1978,74.4
Czechia,Total,1978,70.6
Czechia,Male,1978,67.2
Czechia,Female,1978,74.3
Denmark,Female,1978,77.4
Denmark,Total,1978,74.4
Denmark,Male,1978,71.5
Djibouti,Total,1978,51.0
Djibouti,Female,1978,53.1
Djibouti,Male,1978,49.1
Dominica,Female,1978,72.8
Dominica,Male,1978,67.9
Dominica,Total,1978,70.4
Dominican Republic,Total,1978,60.8
Dominican Republic,Male,1978,58.5
Dominican Republic,Female,1978,63.3
Early-demographic dividend,Female,1978,56.0
Early-demographic dividend,Total,1978,55.0
Early-demographic dividend,Male,1978,54.1
East Asia & Pacific,Male,1978,61.3
East Asia & Pacific,Female,1978,66.1
East Asia & Pacific,Total,1978,63.7
East Asia & Pacific (IDA & IBRD countries),Female,1978,64.6
East Asia & Pacific (IDA & IBRD countries),Total,1978,62.2
East Asia & Pacific (IDA & IBRD countries),Male,1978,60.0
East Asia & Pacific (excluding high income),Total,1978,62.3
East Asia & Pacific (excluding high income),Female,1978,64.6
East Asia & Pacific (excluding high income),Male,1978,60.0
Ecuador,Total,1978,62.2
Ecuador,Female,1978,64.2
Ecuador,Male,1978,60.1
"Egypt, Arab Rep.",Total,1978,55.0
"Egypt, Arab Rep.",Male,1978,52.9
"Egypt, Arab Rep.",Female,1978,57.1
El Salvador,Female,1978,59.5
El Salvador,Total,1978,53.2
El Salvador,Male,1978,47.9
Equatorial Guinea,Female,1978,43.0
Equatorial Guinea,Total,1978,40.8
Equatorial Guinea,Male,1978,38.6
Eritrea,Female,1978,46.5
Eritrea,Total,1978,43.6
Eritrea,Male,1978,40.8
Estonia,Total,1978,68.9
Estonia,Female,1978,74.1
Estonia,Male,1978,64.0
Eswatini,Female,1978,58.1
Eswatini,Male,1978,54.7
Eswatini,Total,1978,56.5
Ethiopia,Female,1978,44.6
Ethiopia,Total,1978,41.9
Ethiopia,Male,1978,39.4
Euro area,Female,1978,76.6
Euro area,Total,1978,73.0
Euro area,Male,1978,69.7
Europe & Central Asia,Total,1978,70.0
Europe & Central Asia,Male,1978,66.2
Europe & Central Asia,Female,1978,74.0
Europe & Central Asia (IDA & IBRD countries),Male,1978,62.5
Europe & Central Asia (IDA & IBRD countries),Female,1978,71.5
Europe & Central Asia (IDA & IBRD countries),Total,1978,66.8
Europe & Central Asia (excluding high income),Male,1978,61.1
Europe & Central Asia (excluding high income),Female,1978,69.2
Europe & Central Asia (excluding high income),Total,1978,65.0
European Union,Total,1978,72.5
European Union,Female,1978,76.0
European Union,Male,1978,69.2
Faroe Islands,Female,1978,78.7
Faroe Islands,Total,1978,76.0
Faroe Islands,Male,1978,73.4
Fiji,Female,1978,65.4
Fiji,Total,1978,62.5
Fiji,Male,1978,60.2
Finland,Female,1978,77.4
Finland,Total,1978,72.9
Finland,Male,1978,68.6
Fragile and conflict affected situations,Female,1978,53.9
Fragile and conflict affected situations,Male,1978,49.4
Fragile and conflict affected situations,Total,1978,51.6
France,Female,1978,77.7
France,Total,1978,73.6
France,Male,1978,69.7
French Polynesia,Male,1978,64.3
French Polynesia,Female,1978,67.0
French Polynesia,Total,1978,65.5
Gabon,Male,1978,54.9
Gabon,Total,1978,56.7
Gabon,Female,1978,58.5
"Gambia, The",Male,1978,42.1
"Gambia, The",Total,1978,43.6
"Gambia, The",Female,1978,45.1
Georgia,Male,1978,62.5
Georgia,Total,1978,66.7
Georgia,Female,1978,70.4
Germany,Female,1978,75.6
Germany,Total,1978,72.3
Germany,Male,1978,69.1
Ghana,Male,1978,48.7
Ghana,Female,1978,52.6
Ghana,Total,1978,50.6
Gibraltar,Female,1978,74.6
Gibraltar,Total,1978,72.5
Gibraltar,Male,1978,70.4
Greece,Female,1978,77.1
Greece,Male,1978,71.7
Greece,Total,1978,74.4
Greenland,Male,1978,60.0
Greenland,Female,1978,67.0
Greenland,Total,1978,63.4
Grenada,Male,1978,65.3
Grenada,Female,1978,69.8
Grenada,Total,1978,67.7
Guam,Total,1978,68.7
Guam,Male,1978,65.3
Guam,Female,1978,72.9
Guatemala,Male,1978,53.2
Guatemala,Female,1978,59.0
Guatemala,Total,1978,56.0
Guinea,Male,1978,40.5
Guinea,Total,1978,41.9
Guinea,Female,1978,43.3
Guinea-Bissau,Total,1978,43.0
Guinea-Bissau,Male,1978,41.1
Guinea-Bissau,Female,1978,45.1
Guyana,Female,1978,63.7
Guyana,Male,1978,58.6
Guyana,Total,1978,61.1
Haiti,Total,1978,49.4
Haiti,Male,1978,47.9
Haiti,Female,1978,50.9
Heavily indebted poor countries (HIPC),Male,1978,44.7
Heavily indebted poor countries (HIPC),Female,1978,48.1
Heavily indebted poor countries (HIPC),Total,1978,46.4
High income,Total,1978,72.1
High income,Male,1978,68.5
High income,Female,1978,75.8
Honduras,Male,1978,57.8
Honduras,Female,1978,60.9
Honduras,Total,1978,59.3
"Hong Kong SAR, China",Male,1978,70.6
"Hong Kong SAR, China",Female,1978,76.7
"Hong Kong SAR, China",Total,1978,73.5
Hungary,Total,1978,69.4
Hungary,Male,1978,66.2
Hungary,Female,1978,72.8
IBRD only,Total,1978,60.4
IBRD only,Male,1978,58.4
IBRD only,Female,1978,62.6
IDA & IBRD total,Male,1978,56.7
IDA & IBRD total,Total,1978,58.5
IDA & IBRD total,Female,1978,60.6
IDA blend,Total,1978,53.0
IDA blend,Female,1978,54.3
IDA blend,Male,1978,51.9
IDA only,Total,1978,49.0
IDA only,Male,1978,47.8
IDA only,Female,1978,50.2
IDA total,Total,1978,50.2
IDA total,Male,1978,49.1
IDA total,Female,1978,51.5
Iceland,Total,1978,76.6
Iceland,Female,1978,79.6
Iceland,Male,1978,73.8
India,Female,1978,52.3
India,Male,1978,52.7
India,Total,1978,52.5
Indonesia,Male,1978,55.7
Indonesia,Total,1978,57.6
Indonesia,Female,1978,59.5
"Iran, Islamic Rep.",Total,1978,55.9
"Iran, Islamic Rep.",Female,1978,56.7
"Iran, Islamic Rep.",Male,1978,55.2
Iraq,Male,1978,61.5
Iraq,Total,1978,64.4
Iraq,Female,1978,67.3
Ireland,Female,1978,74.8
Ireland,Male,1978,69.3
Ireland,Total,1978,72.0
Isle of Man,Total,1978,67.5
Isle of Man,Female,1978,72.7
Isle of Man,Male,1978,62.6
Israel,Male,1978,71.5
Israel,Total,1978,73.2
Israel,Female,1978,75.0
Italy,Total,1978,73.7
Italy,Male,1978,70.4
Italy,Female,1978,77.1
Jamaica,Total,1978,68.8
Jamaica,Female,1978,70.1
Jamaica,Male,1978,67.3
Japan,Total,1978,75.6
Japan,Female,1978,78.3
Japan,Male,1978,73.0
Jordan,Male,1978,64.4
Jordan,Total,1978,65.4
Jordan,Female,1978,66.5
Kazakhstan,Male,1978,57.1
Kazakhstan,Female,1978,67.3
Kazakhstan,Total,1978,62.1
Kenya,Total,1978,56.9
Kenya,Female,1978,58.7
Kenya,Male,1978,55.2
Kiribati,Male,1978,55.3
Kiribati,Total,1978,56.9
Kiribati,Female,1978,58.5
"Korea, Dem. People's Rep.",Total,1978,65.2
"Korea, Dem. People's Rep.",Male,1978,61.9
"Korea, Dem. People's Rep.",Female,1978,67.7
"Korea, Rep.",Female,1978,69.5
"Korea, Rep.",Total,1978,65.2
"Korea, Rep.",Male,1978,61.1
Kosovo,Female,1978,68.6
Kosovo,Total,1978,67.0
Kosovo,Male,1978,65.6
Kuwait,Female,1978,71.5
Kuwait,Total,1978,69.0
Kuwait,Male,1978,67.1
Kyrgyz Republic,Female,1978,63.9
Kyrgyz Republic,Total,1978,60.4
Kyrgyz Republic,Male,1978,57.0
Lao PDR,Male,1978,44.9
Lao PDR,Female,1978,47.5
Lao PDR,Total,1978,46.2
Late-demographic dividend,Male,1978,61.2
Late-demographic dividend,Female,1978,66.8
Late-demographic dividend,Total,1978,63.9
Latin America & Caribbean,Total,1978,62.9
Latin America & Caribbean,Male,1978,60.3
Latin America & Caribbean,Female,1978,65.8
Latin America & Caribbean (excluding high income),Male,1978,59.6
Latin America & Caribbean (excluding high income),Female,1978,65.1
Latin America & Caribbean (excluding high income),Total,1978,62.2
Latin America & the Caribbean (IDA & IBRD countries),Male,1978,59.9
Latin America & the Caribbean (IDA & IBRD countries),Total,1978,62.5
Latin America & the Caribbean (IDA & IBRD countries),Female,1978,65.4
Latvia,Male,1978,64.1
Latvia,Total,1978,69.0
Latvia,Female,1978,74.1
Least developed countries: UN classification,Female,1978,48.4
Least developed countries: UN classification,Total,1978,47.2
Least developed countries: UN classification,Male,1978,46.1
Lebanon,Total,1978,59.4
Lebanon,Female,1978,63.8
Lebanon,Male,1978,55.4
Lesotho,Total,1978,54.7
Lesotho,Female,1978,59.4
Lesotho,Male,1978,50.4
Liberia,Female,1978,45.6
Liberia,Male,1978,42.6
Liberia,Total,1978,44.0
Libya,Female,1978,66.0
Libya,Male,1978,61.5
Libya,Total,1978,63.6
Liechtenstein,Total,1978,57.3
Liechtenstein,Male,1978,55.3
Liechtenstein,Female,1978,59.4
Lithuania,Male,1978,66.0
Lithuania,Total,1978,70.6
Lithuania,Female,1978,75.4
Low & middle income,Total,1978,57.9
Low & middle income,Female,1978,59.6
Low & middle income,Male,1978,56.2
Low income,Female,1978,48.7
Low income,Total,1978,46.9
Low income,Male,1978,45.2
Lower middle income,Male,1978,52.8
Lower middle income,Female,1978,54.1
Lower middle income,Total,1978,53.4
Luxembourg,Total,1978,71.5
Luxembourg,Female,1978,75.3
Luxembourg,Male,1978,67.9
"Macao SAR, China",Total,1978,72.7
"Macao SAR, China",Male,1978,70.6
"Macao SAR, China",Female,1978,74.7
Madagascar,Female,1978,51.0
Madagascar,Male,1978,48.7
Madagascar,Total,1978,49.8
Malawi,Female,1978,45.3
Malawi,Total,1978,43.3
Malawi,Male,1978,41.3
Malaysia,Total,1978,67.3
Malaysia,Female,1978,69.3
Malaysia,Male,1978,65.5
Maldives,Total,1978,51.1
Maldives,Male,1978,50.8
Maldives,Female,1978,51.5
Mali,Female,1978,40.2
Mali,Total,1978,39.1
Mali,Male,1978,38.0
Malta,Female,1978,73.6
Malta,Total,1978,71.8
Malta,Male,1978,70.0
Marshall Islands,Female,1978,65.1
Marshall Islands,Total,1978,60.7
Marshall Islands,Male,1978,57.3
Mauritania,Male,1978,52.3
Mauritania,Total,1978,53.9
Mauritania,Female,1978,55.5
Mauritius,Total,1978,64.6
Mauritius,Male,1978,60.7
Mauritius,Female,1978,68.7
Mexico,Total,1978,63.8
Mexico,Male,1978,60.4
Mexico,Female,1978,67.4
"Micronesia, Fed. Sts.",Female,1978,67.3
"Micronesia, Fed. Sts.",Total,1978,63.7
"Micronesia, Fed. Sts.",Male,1978,60.5
Middle East & North Africa,Female,1978,58.5
Middle East & North Africa,Male,1978,55.4
Middle East & North Africa,Total,1978,56.9
Middle East & North Africa (IDA & IBRD countries),Male,1978,54.6
Middle East & North Africa (IDA & IBRD countries),Total,1978,56.1
Middle East & North Africa (IDA & IBRD countries),Female,1978,57.7
